label,text
1,reissued after periodic review without changes. exercise normal precautions in seychelles. read the country information page for additional information on travel to seychelles. if you decide to travel to seychelles: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for seychelles. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel.
4,"reissued with updates to the security situation and post departure status. do not travel to sudan due to armed conflict, civil unrest, crime, terrorism, and kidnapping. on april , , the u.s. embassy in khartoum suspended its operations, and the department of state ordered the departure of u.s. direct hire employees and eligible family members from embassy khartoum due to the continued threat of armed conflict in sudan. the u.s. government cannot provide routine or emergency consular services to u.s. citizens in sudan, due to the current security situation. armed conflict is ongoing throughout sudan and includes heavy fighting between various political and security groups. the situation is violent, volatile, and extremely unpredictable, particularly in the capital city khartoum. electrical and communication disruptions, including internet and cell phone service, can occur at any time. khartoum international airport and sudans border with chad are currently closed. country summary : armed conflict, crime, such as kidnapping, armed robbery, home invasion, and carjacking occur. members of known terrorist groups and individuals sympathetic to these groups in sudan could attack with little or no warning, targeting foreign and local government facilities, and areas frequented by westerners. violence continues along the border between chad and sudan and areas that border south sudan including the disputed abyei area. armed opposition groups are active in central darfur state and parts of blue nile and south kordofan states. intercommunal clashes can occur throughout the country and can result in the declaration of localized states of emergency. read the country information page for additional information about travel to sudan. if you decide to travel to sudan: exercise extreme care in all parts of the country, including khartoum. visit our website for travel to high-risk areas . have a personal emergency action plan that does not rely on u.s. government assistance. monitor local media for breaking events and be prepared to adjust your plans. be aware of your surroundings. stay alert in areas frequented by westerners. review your personal security plan and visit our page on travel to high-risk areas. draft a will and designate appropriate insurance beneficiaries andor power of attorney. discuss a plan with loved ones regarding carecustody of children, pets, property, belongings, non-liquid assets collections, artwork, etc., funeral wishes, etc. share important documents, log-in information, and points of contact with loved ones so that they can manage your affairs if you are unable to return as planned to the united states. find a suggested list of such documents here . develop a communication plan with family andor your employer or host organization so that they can monitor your safety and location as you travel through sudan. this plan should specify who you would contact first, and how they should share the information. avoid demonstrations and public gatherings. even events intended to be peaceful can become violent. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and twitter . review the country security report for sudan. prepare a contingency plan for emergency situations. review the travelers checklist ."
2,"reissued after periodic review without changes exercise increased caution in sweden due to terrorism . country summary: terrorist groups continue plotting possible attacks in sweden. terrorists may attack with little or no warning, targeting tourist locations, transportation hubs, marketsshopping malls, local government facilities, hotels, clubs, restaurants, places of worship, parks, major sporting and cultural events, educational institutions, airports, and other public areas. read the country information page for additional information on travel to sweden. if you decide to travel to sweden: be aware of your surroundings when traveling to tourist locations and crowded public venues. follow the instructions of local authorities. monitor local media for breaking events and adjust your plans based on new information. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and twitter . review the country security report for sweden. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist ."
1,"reissued after periodic review with minor edits. exercise normal precautions in singapore. read the country information page for additional information on travel to singapore. if you decide to travel to singapore: enroll in the smart traveler enrollment program step to receive messages and alerts from the u.s. embassy and make it easier to locate you in an emergency. review the country security report for singapore. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel and return to the united states. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage."
1,reissued after periodic review without changes exercise normal precautions in slovenia. read the country information page for additional information on travel to slovenia. if you decide to travel to slovenia: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for slovenia. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist .
1,reissued after periodic review with minor edits. exercise normal precautions in slovakia. read the country information page for additional information on travel to slovakia. if you decide to travel to slovakia: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for slovakia. visit the cdc page for the latest travel health information related to your travel. prepare a contingency plan for emergency situations. review the travelers checklist .
2,"exercise increased caution in sierra leone due to crime , unrest , and inadequate health infrastructure . crime violent crimes, such as robbery and assault, occur frequently in sierra leone, especially in freetown. police struggle to respond to serious crime in most places due to limited resources. do not travel outside the freetown peninsula after nightfall. there are increased safety hazards and security concerns at night. u.s. government employees in sierra leone are prohibited from travel outside the capital after dark. the u.s. embassy in freetown cannot offer emergency services outside freetown at night. review our information on crime abroad and for victims of crime . unrest demonstrations and protests occur in sierra leone and occasionally result in violence. protests can happen with little to no warning. they often develop around political issues, large events, or holidays. health sierra leones health infrastructure is inadequate. health facilities, services, hygiene, and quality control do not meet u.s. standards of care. pharmacies are not well regulated. locally available medications may be unsafe. make sure you have medical or travel insurance that includes medical evacuation. be sure to bring enough prescription medications to last the entire duration of your trip. review our information on travel insurance ."
1,"updated to reflect new information on poliovirus and new recommendation in if you decide to travel section. exercise normal precautions in senegal. some areas have increased risk. read the entire travel advisory. exercise increased caution in: the casamance region due to crime and landmines . the centers for disease control and prevention cdc issued a level two health notice for senegal following the detection of poliovirus in sewage water in the dakar region. read the country information page for additional information on travel to senegal. if you decide to travel to senegal: visit the cdc page for the latest travel health information related to your travel. before any international travel, make sure you are up to date on your polio vaccines. for most adults, complete primary series in childhood and a single lifetime booster dose if more than years since completion of the primary series. enroll in the smart traveler enrollment program step to receive alerts and make it easier for the u.s. embassy to locate you in an emergency follow the department of state on facebook and xtwitter . review the country security report for senegal. prepare a contingency plan for emergency situations. review the travelers checklist . casamance region level : exercise increased caution bandits sporadically commit armed robbery in the casamance region. landmines from prior conflicts remain a concern in the region. do not stray from main roads and well-traveled areas in the casamance region. the u.s. government has limited ability to provide emergency services to u.s. citizens in the casamance region. u.s. government employees are required to coordinate all travel to the area with security officials, and any travel off the main routes generally requires additional security measures e.g., driving in a caravan of multiple vehicles, consulting local security officials, or carrying tracking locators. u.s. government employees are also prohibited from travelling after dark anywhere in the casamance region."
4,"updated with changes to security information. do not travel to somalia due to crime , terrorism , civil unrest , health , kidnapping , piracy , and lack of availability of routine consular services . country summary due to security risks, u.s. government employees working in somalia are prohibited from traveling outside the mogadishu international airport complex where the u.s. embassy is located. the u.s. embassy in mogadishu maintains normal staffing. crime violent crime is common throughout somalia, including kidnapping and murder. illegal roadblocks are widespread. terrorism terrorists continue to plot kidnappings, bombings, and other attacks in somalia. they may attack with little or no warning and target: airports seaports government buildings hotels and restaurants shopping areas public places that attract large crowds and tourists government, military, and other convoys attack methods can include car bombs, suicide bombers, individual attackers, and rocket fire. some areas, like the somaliland region, have seen less terrorist activity. however, violence and explosive attacks can happen anywhere in somalia, at any time. civil unrest protests and demonstrations occur throughout somalia. they can sometimes turn violent. check local media for breaking events. be prepared to adjust your plans. keep travel documents up to date and easily accessible. have evacuation plans that do not rely on u.s. government assistance. health medical facilities in somalia have limited capacity. they are often absent in rural areas. the health care system lacks sufficient pharmaceuticals, medical supplies, and medical professionals. hospitals do not meet u.s. standards. bring enough supply of over the counter and prescription medicines, along with copies of their prescriptions, including the generic name for the medicines. piracy pirates are active in the waters off the horn of africa, specifically off the coast of puntland. kidnapping violent crime, including kidnapping, is common throughout somalia. illegal roadblocks are widespread. lack of availability of consular services the u.s. government has extremely limited ability to help u.s. citizens in somalia. there is no permanent consular officer in somalia, not even the somaliland region. if a travelers passport is lost, stolen, expires, or if they become destitute, the u.s. government may not be able to help. other issues some schools and other facilities act as rehabilitation centers. these facilities exist throughout somalia with little or no licensing and oversight. reports of physical abuse are common. people also report being held against their will in these facilities. there are frequent reports of u.s. citizens who have their passports taken by family members, leaving them unable to leave somalia. this often occurs when u.s. citizens travel to somalia to visit family or attend an event. some adult u.s. citizens cannot leave the international airport because they need explicit consent from their family. due to risks to civil aviation from extremist and military activity, the federal aviation administration has issued a special federal aviation regulation that bans certain u.s. flights within or near somalia. for more information, u.s. citizens should consult the federal aviation administrations prohibitions, restrictions, and notices . read the country information page for additional information on travel to somalia. if you decide to travel to somalia: review your personal security plan and visit our page on travel to high-risk areas . make a plan to exit somalia rapidly if the situation gets worse. identify multiple options for leaving somalia and know the entry requirements for u.s. citizens in to neighboring countries. avoid sailing near the coast of somalia and review the live piracy report published by the international maritime bureau. draft a will and designate appropriate insurance beneficiaries andor power of attorney. discuss a plan with loved ones regarding carecustody of children, pets, property, belongings, non-liquid assets collections, artwork, etc., funeral wishes, etc. share important documents, login information, and points of contact with loved ones so that they can manage your affairs if you are unable to return as planned to the united states. find a suggested list of such documents here . make your own personal security plan with your employer or host organization if you are traveling on business or consider consulting with a professional security organization. develop a communication plan with family andor your employer or host organization if you are traveling on business, so that they can monitor your safety and location as you travel through high-risk areas. this plan should specify whom you would contact first, and how that person should share the information. identify key sources of possible assistance for you and your family in case of emergency, such as your employer if traveling on business, and local friendsfamily as well as friendsfamily outside somalia. appoint one family member to be the point of contact with hostage-takers and media. appoint a family member to be the contact for the u.s. and host country government agencies, and members of congress if you are taken hostage or detained. discuss a proof of life protocol with your loved ones, so that if you are taken hostage, your loved ones can know specific questions and answers to ask the hostage-takers to be sure that you are alive and to rule out a scam. leave dna samples with your medical provider in case it is necessary for your family to access them. erase any sensitive photos, comments, or other materials from your social media pages, cameras, laptops, and other electronic devices. these could be considered controversial or provocative by local groups. do not bring your sentimental belongings to somalia. enroll your trip in the state department's smart traveler enrollment program step . review the country security report for somalia. prepare a backup plan for emergency situations. review the travelers checklist. update vaccinations to include all up-to-date standard vaccinations, plus cholera, hepatitis a, hepatitis b, rabies, and a polio booster. all visitors should take malaria prophylaxis. somalia is high risk for malaria. visit the cdc page for the latest travel health information related to your travel."
1,reissued with obsolete covid- page links removed. exercise normal precautions in suriname. read the country information page for additional information on travel to suriname. if you decide to travel to suriname: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and twitter . review the country security report for suriname. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel.
4,"updated to reflect changes to security information. do not travel to south sudan due to crime , kidnapping , and armed conflict . country summary: armed conflict is ongoing and includes fighting between various political and ethnic groups. weapons are readily available to the population. in addition, cattle raids occur throughout the country and often lead to violence. violent crime, such as carjackings, shootings, ambushes, assaults, robberies, and kidnappings are common throughout south sudan, including juba. foreign nationals have been the victims of rape, sexual assault, armed robberies, and other violent crimes. reporting in south sudan without the proper documentation from the south sudanese media authority is considered illegal, and any journalistic work there is very dangerous. journalists regularly report being harassed in south sudan, and many have been killed while covering the conflict. the u.s. government has limited ability to provide emergency consular services to u.s. citizens in south sudan. u.s. government personnel working in south sudan are under a strict curfew. they must use armored vehicles for nearly all movements, and official travel outside juba is limited. due to the critical crime threat in juba, walking is also restricted; when allowed, it is limited to a small area in the immediate vicinity of the embassy and during daylight hours only. the federal aviation administration faa has issued a notice to airmen notam andor a special federal aviation regulation sfar. this is due to risks to civil aviation operating within or in the vicinity of south sudan. for more information u.s. citizens should consult the federal aviation administrations prohibitions, restrictions and notices. read the country information page for additional information on travel to south sudan. if you decide to travel to south sudan: exercise extreme care in all parts of the country, including juba. travel outside of juba with a minimum of two vehicles along with appropriate recovery and medical equipment in case of mechanical failure or other emergency. avoid travel along border areas. avoid demonstrations and crowds. be aware that photography in public is strictly controlled, and you are required to obtain authorization from the ministry of information before taking any photographs or video in public including while inside a vehicle. check local media for breaking news. be prepared to adjust your plans. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage. enroll in the smart traveler enrollment program step to receive messages and alerts from the u.s. embassy and make it easier to locate you in an emergency. review your personal security plan and visit our page on travel to high risk areas . draft a will and designate appropriate insurance beneficiaries andor power of attorney. discuss a plan with loved ones regarding carecustody of children, pets, property, belongings, non-liquid assets collections, artwork, etc., funeral wishes, etc. share important documents, login information, and points of contact with loved ones. this is so that they can manage your affairs if you are unable to return as planned to the united states. review this list of documents to prepare for your trip establish your own personal security plan in coordination with your employer or host organization, or consider consulting with a professional security organization. your plan should include sheltering in place, maintaining outside communication, and a personal evacuation plan via commercial means. develop a communication plan with family or your employer or host organization if you are traveling on business. this is so that they can monitor your safety and location as you travel through high-risk areas. specify how you'll confirm you're safe text, calls, etc., how often, and who you'll contact first to share the information. choose one family member to serve as the point of contact. they will communicate with kidnappershostage-takers, media, u.s. and host country government agencies, and members of congress if you are kidnapped or taken hostage. establish a proof of life protocol with your loved ones. this is so that if you are taken hostage, your loved ones can know specific questions and answers to ask the hostage-takers to be sure that you are alive and to rule out a hoax. leave dna samples with your medical provider in case it is necessary for your family to access them. erase any sensitive photos, comments, or other materials from your social media pages, cameras, laptops, and other electronic devices that could be considered controversial or provocative by local groups. leave your expensivesentimental belongings behind. review the country security report for south sudan. u.s. citizens who travel abroad should always have a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel."
1,"updated due to change in travel advisory level to reflect changes in crime. country summary: exercise normal precautions in el salvador. gang activity has decreased over the last three years. this has caused a drop in violent crimes and murders. u.s. government employees working in el salvador are allowed to travel throughout the country during daylight hours. however, due to the risks, u.s. government employees are prohibited from traveling between cities or departments at night. there are exceptions. u.s. government employees are allowed to travel at all hours between san salvador and: el salvadors international airport. la libertad department. u.s. government employees are prohibited from using public buses. state of exception in march , the government of el salvador declared a state of exception in response to an increase in gang murders: the state of exception allows local authorities to arrest anyone they think is involved in gang activity. it suspends several constitutional rights. this includes the normal protections of criminal procedure, like the right to a speedy or fair trial. tens of thousands of people are currently in prison under the state of exception. several u.s. and other foreign citizens have been detained under the state of exception. they remain in prison and have yet to face trial. the state of exception is still in place. read the country information page for additional information on travel to el salvador. if you decide to travel to el salvador: always use major highways and roads. minimize travel outside of major cities at night. el salvador has zero tolerance for driving under the influence of alcohol. you can be detained for having any level of alcohol while driving. do not drink and drive. stay aware of your surroundings. when possible, travel in pairs or in groups, especially for long trips and in rural places. avoid relying on online maps or applications. they might not accurately show local road conditions. do not hitchhike. ensure you have multiple forms of communication when traveling and the ability to charge your devices. do not physically resist any robbery attempt. stay alert when visiting banks or atms. do not display signs of wealth, such as expensive watches or jewelry. engage local guides certified by the national or local tourist authority when hiking in backcountry areas. use caution when swimming near el salvadors beaches. follow water condition warnings. enroll in the smart traveler enrollment program step to receive alerts from the u.s. embassy and make it easier to locate you in an emergency. review the country security report for el salvador. prepare a backup plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel and return to the united states. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage."
1,reissued after periodic review without changes. exercise normal precautions in sint maarten. read the country information page for additional information on travel to sint maarten. if you decide to travel to sint maarten: enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. follow the department of state on facebook and xtwitter . review the country security report for the dutch caribbean. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel.
4,"updated to reflect recent developments in syria. do not travel to syria due to the risk of terrorism, civil unrest, kidnapping, hostage taking, and armed conflict . country summary: the u.s. government suspended operations of the u.s. embassy in . czechia serves as the protecting power for the united states in syria. the u.s. government is unable to provide any routine or emergency consular services to u.s. citizens in syria. do not travel to syria for any reason. syria has experienced active armed conflict since . no part of syria is safe from violence. hostage taking by armed groups, terrorism, remnants of war such as unexploded ordnance, and aerial bombardment pose significant risk of death or serious injury. the destruction of infrastructure, housing, medical facilities, schools, and power and water utilities has also increased hardships inside the country. the u.s. government strongly warns private u.s. citizens against traveling to syria to engage in armed conflict. the u.s. government does not support this activity. u.s. citizens who undertake such activity face extreme personal risks, including hostage taking by armed groups, injury, or death. there is risk of terrorist violence, including terrorist attacks and other activity in syria. visit the u.s. department of states country reports on terrorism to learn more. parts of syria have experienced recent increases in incidents of bombings, improvised explosive devices ieds, and assassinations. providing material support or resources to designated foreign terrorist organizations, including isis and al-qaida aq affiliates, is a crime under u.s. law that can result in penalties including prison time and large fines. there is an ongoing risk of hostage taking of u.s. citizens and other foreign nationals throughout the country. in the past, u.s. citizens have been targets of abduction and detention in syria. those in detention may not have access to fair judicial process or medical attention. current detention center conditions are unclear but could be harsh and unsanitary. failure to obtain a legitimate entry visa directly from the syrian government could result in detention. the federal aviation administration faa has issued a notice to airmen notam and a special federal aviation regulation sfar advising against travel to syria due to risks to civil aviation operating within or in the vicinity of syria. for more information, u.s. citizens should consult the federal aviation administrations prohibitions, restrictions and notices . read the country information page for additional information on syria, including alerts related to the closure of airspace. if despite this warning, you decide to travel to syria: visit our website on travel to high risk areas . draft a will and designate appropriate insurance beneficiaries or power of attorney. familiarize yourself with and respect local laws and customs. foreign travelers may face increased risk of detention and harassment. establish a proof of life protocol with your loved ones. this is so that if you are taken hostage, your loved ones know specific questions and answers to ask the hostage-takers to be sure that you are alive and to rule out a hoax. leave dna samples with your medical provider in case it is necessary for your loved ones to access them. share important documents, login information, and points of contact with loved ones. this is so they can manage your affairs if you are unable to return as planned to the united states. review thoroughly this list of documents to prepare for your trip. check local media for breaking events. be prepared to adjust your plans. develop a communication plan with family or your employer or host organization if you are traveling on business. this is so they can monitor your safety and location as you travel through high-risk areas. specify how you will confirm youre safe texts, calls, etc., how often, and whom you will contact first to share the information. avoid demonstrations and crowds. keep travel documents up to date and easily accessible. have evacuation plans that do not rely on u.s. government assistance. make backup plans to leave the country. enroll in smart traveler enrollment program step to receive messages and alerts. prepare a plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel and return to the united states. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage."
3,"updated to reflect additional information about violent crime and travel to border areas. reconsider travel to chad due to crime, terrorism, civil unrest , and kidnapping. some areas have increased risk. read the entire travel advisory. do not travel to: lake chad region due to terrorism . borders with cameroon, central african republic, libya, niger, nigeria, and sudan due to armed conflict and minefields country summary: violent crime such as armed robbery, carjacking, kidnapping, rape, homicide, and muggings, occur in chad. terrorists may attack with little or no warning, targeting foreigners, local security forces, and civilians. demonstrations occur sporadically and have on occasion resulted in violence or use of tear gas by authorities. outside of ndjamena, the u.s. government has extremely limited ability to provide emergency services to u.s. citizens in chad. due to risks, u.s. government employees working in chad must obtain special authorization to travel outside of the capital.read the country information page for additional information on travel to chad. if you decide to travel to chad: visit our website for travel to high-risk areas . check local media for breaking events. be prepared to adjust your plans. do not physically resist any robbery attempt. be aware of your surroundings. keep travel documents up to date and easily accessible. have evacuation plans that do not rely on u.s. government assistance. develop a communication plan with family or your employer or host organization. this is so that they can monitor your safety and location as you travel through high-risk areas. specify how you'll confirm you're safe text, calls, etc., how often, and who you'll contact first to share the information. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. prepare a backup plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel and return to the united states. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage. lake chad region level : do not travel terrorists and armed non-governmental groups may attack with little or no warning. they target foreigners, local security forces, and civilians. terrorists and armed non-governmental groups can easily cross borders. government security forces may restrict civilian movement and engage in military operations with limited warning. do not travel to this area for any reason. outside of ndjamena, the u.s. government has extremely limited ability to provide emergency services to u.s. citizens in chad including the lake chad basin. visit our website for travel to high-risk areas . borders of cameroon, central african republic, libya, niger, nigeria, and sudan level : do not travel armed non-governmental groups operate along chads borders with cameroon, central african republic, niger, nigeria, sudan, and in libya and northern chad. do not travel to this area for any reason. there are unmapped and undocumented minefields along the borders with both libya and sudan. outside of ndjamena, the u.s. government has extremely limited ability to provide emergency services to u.s. citizens in chad, particularly in border areas. visit our website for travel to high-risk areas ."
2,"the advisory level was increased to level . an area of increased risk was added. the advisory summary was updated. exercise increased caution in thailand due to risk of unrest . some areas have increased risk. read the entire travel advisory. do not travel to : areas along the cambodian and thai border due to armed conflict. advisory summary : exercise increased caution due to civil unrest associated with ongoing insurgent activities in the yala, pattani, and narathiwat provinces. periodic violence between thai security services and armed insurgents has been known to occur in thailands three southernmost provinces of yala, pattani, and narathiwat. seventeen districts in these provinces remain under a declared state of emergency due to ongoing violent conflict. there is a collateral risk of violence for u.s. citizens in thailands southernmost provinces due to low intensity conflict. the u.s. government has limited ability to provide emergency services to u.s. citizens in these provinces as u.s government employees must obtain special authorization to travel to these provinces. level - do not travel thailand - cambodia border: do not travel to areas within km of the thai-cambodian border due to ongoing fighting between thai and cambodian military forces. there are reports of fighting, including rocket and artillery fire, between cambodian and thai forces along the border. armed conflict has led to civilian casualties, and the thai government has ordered the evacuation of certain areas. there is a collateral risk of violence, and u.s. citizens are advised to avoid all but essential travel to within km of these border areas until further notice. the u.s. government has limited ability to provide emergency services to u.s. citizens in these provinces due to the ongoing risk of armed conflict. read the destination information page for additional information on travel to thailand. if you decide to travel to thailand: have evacuation plans that do not rely on u.s. government assistance. enroll in the smart traveler enrollment program step to get important updates and alerts from the u.s. embassy or consulate. enrolling helps the u.s. embassy or consulate contact you or your emergency contact in an emergency. review the country security report for thailand. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage.."
2,"reissued after periodic review with updates regarding the resumption of cross-border movement between the kyrgyz republic and tajikistan. exercise increased caution in tajikistan due to the risk of terrorism, unexploded landmines, occasional violence near the border with the kyrgyz republic, and limited ability to assist u.s.-tajik dual nationals . some areas have increased risk. read the entire travel advisory. reconsider travel to : tajikistans border with afghanistan due to terrorism . gorno-badakhshan autonomous oblast gbao due to the potential for armed conflict . country summary: terrorist organizations are known to have a presence in the region and have targeted foreigners and local authorities in the past. terrorists may attack with little or no warning. they target: tourist locations transportation hubs markets and shopping malls restaurants places of worship schools government facilities. visit the u.s. department of state country reports on terrorism to learn more. unexploded landmines and cluster munitions are a hazard along the afghan-tajik and uzbek-tajik borders, as well as in the vakhsh and rasht valleys. pay attention to land mine warning signs. do not venture off the road into areas marked with red and white plastic tape. avoid roadside ditches, shoulders, and unmarked trails in these regions. never touch anything resembling unexploded munitions. be cautious when traveling near, along, and through the tajikistan-kyrgyz republic land border as there have been several instances of armed skirmishes between tajik and kyrgyz border guards over the past five years, particularly in the isfara area and the vorukh enclave. in march , the march , , signing and subsequent ratification of bilateral agreements between the kyrgyz republic and tajikistan have facilitated the resumption of cross-border movement at the gulistonkyzyl-bel and madaniyatkayragach border crossing points. tajikistan does not recognize dual nationality with the united states. dual u.s.-tajik citizens and u.s. citizens of tajik descent may be subject to additional scrutiny and harassment from local authorities and may be denied access to u.s. consular officials while in detention. read the country information page for additional information on travel to tajikistan. if you decide to travel to tajikistan: enter tajikistan on your u.s. passport and keep it with you. have a plan to depart tajikistan which does not rely on u.s. government assistance. keep a low profile. be aware of your surroundings. monitor local media for breaking events and be prepared to adjust your plans. do not touch unknown metal objects and avoid traveling off well-used roads, tracks, and paths due to risk of unexploded ordnance. if you are arrested or detained, ask police or prison officials to notify the u.s. embassy immediately. enroll in the smart traveler enrollment program step to receive messages and alerts from the u.s. embassy and make it easier to locate you in an emergency. review the country security report for tajikistan. prepare a contingency plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel and return to the united states. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage. border areas with afghanistan level : reconsider travel reconsider travel in proximity of tajikistan's border with afghanistan due to terrorism. the current political situation in afghanistan creates a challenging and unpredictable security environment in the border areas. travel in the mountainous region along the afghan border can be dangerous due to the proximity of militant groups across the border. due to the risks, u.s. government employees working in tajikistan must obtain special authorization to travel to border areas with afghanistan. u.s. citizens should remain alert and avoid activities that develop predictable patterns of movement. if documenting travel on social media, ensure your privacy settings do not reveal your exact location. visit our website for travel to high-risk areas . gorno-badakhshan autonomous oblast gbao level : reconsider travel the challenging and unpredictable environment in northern afghanistan has the potential to create insecurity in neighboring tajikistans gbao region. gbao is a restricted region for non-tajik citizens, requiring travel permits from tajik authorities. violent clashes with security forces have erupted in gbao in recent years, and the government of tajikistan can suspend travel permits for non-tajik citizens on short notice. due to the risks, u.s. government employees working in tajikistan must obtain special authorization to travel to gbao. visit our website for information for travel to high-risk areas ."
2,"reissued after periodic review with minor edits. exercise increased caution in timor-leste due to crime and civil unrest. country summary: timor-leste has seen isolated instances of police responding to protests with force and the use of tear gas. stone throwing attacks on vehicles can occur during gang conflicts and periods of unrest. sex-based violence is high in timor-leste and sexual harassment is fairly common. read the country information page for additional information on travel to timor-leste. if you decide to travel to timor-leste: keep a low profile. be aware of your surroundings. use caution when walking or driving at night. avoid demonstrations or crowds. keep travel documents up to date and easily accessible. obtain comprehensive medical insurance that includes medical evacuation. enroll in the smart traveler enrollment program step to receive alerts and make it easier to locate you in an emergency. review the country security report for timor-leste. prepare a contingency plan for emergency situations. review the travelers checklist . we highly recommend you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage."
1,"reissued after periodic review with no changes. exercise normal precautions in turkmenistan. please read the country information page for additional information on travel to turkmenistan. if you decide to travel to turkmenistan: enroll in the smart traveler enrollment program step to receive security messages and make it easier to locate you in an emergency. review the country security report for turkmenistan. prepare a backup plan for emergency situations. review the travelers checklist . visit the cdc page for the latest travel health information related to your travel. we highly recommend that you buy insurance before you travel. check with your travel insurance provider about evacuation assistance, medical insurance, and trip cancellation coverage."
